Frontend_File,Frontend_Function,HTTP_Method,Frontend_URL,Backend_File,Backend_Function,Backend_Route,Database_Tables,Stored_Procedures,Flow_Calls,Response_Model,Response_Fields,Nested_Fields,Table_Column_Details
manager-portal.ts,getManagerPortalAvailableEngagements,GET,/api/v2/manager/bookings/engagements,manager\bookings_common.py,get_available_engagements,/api/v2/manager/bookings/engagements,DC_ENGAGEMENT_HDR,,,list[V2EngagementRead],"dc_engagement_id,engagement_name,is_sfc,is_cxea,is_software,sfc_agreement_type,notes",,"DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
manager-portal.ts,createManagerPortalProspectingBooking,POST,/api/v2/manager/bookings/prospective,manager\bookings_manager.py,create_prospective_booking,/api/v2/manager/bookings/prospective,DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_TYP_BOOKING_TYPE;DC_ENGAGEMENT_HDR;DC_COMPLETED_DELIVERABLES;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_SALES_LEVEL;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_TYP_BOOKING_TYPE:[ID,VALUE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
manager-portal.ts,deleteManagerPortalProspectingBooking,DELETE,/api/v2/manager/bookings/prospective/{booking_contract},manager\bookings_manager.py,delete_prospective_booking,/api/v2/manager/bookings/prospective/{booking_contract},DC_BOOKINGS_CONTRACTS,,,,,,DC_BOOKINGS_CONTRACTS:[unknown]
pool-manager.ts,putPoolManager,PUT,/api/v2/manager/pool_manager,manager\pool_manager.py,set_pool_manager,/api/v2/manager/pool_manager,DC_BOOKINGS_CONTRACTS;DC_BUYING_PROGRAMS,,,,,,"DC_BOOKINGS_CONTRACTS:[unknown];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID]"
scv.ts,getSuperCustomers,GET,/api/v2/manager/scv,manager\super_customers.py,get_super_customers,/api/v2/manager/scv,DC_SUPER_CUSTOMER_ENGAGEMENTS;DC_ENGAGEMENT_HDR;DC_SUPER_CUSTOMER,,,V2SuperCustomerResponse,"super_customers,names,available_dc_engagement_ids",,"DC_SUPER_CUSTOMER_ENGAGEMENTS:[DC_ENGAGEMENT_ID,SUPER_CUSTOMER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_SUPER_CUSTOMER:[SUPER_CUSTOMER_ID,SUPER_CUSTOMER_NAME]"
scv.ts,updateSuperCustomer,PUT,/api/v2/manager/scv/{super_customer_id},manager\super_customers.py,update_super_customer,/api/v2/manager/scv/{super_customer_id},DC_SUPER_CUSTOMER_ENGAGEMENTS;DC_ENGAGEMENT_HDR;DC_SUPER_CUSTOMER,V2ProcedureNames.update_super_customer,,V2SuperCustomerResponse,"super_customers,names,available_dc_engagement_ids",,"DC_SUPER_CUSTOMER_ENGAGEMENTS:[DC_ENGAGEMENT_ID,SUPER_CUSTOMER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_SUPER_CUSTOMER:[SUPER_CUSTOMER_ID,SUPER_CUSTOMER_NAME]"
scv.ts,addSuperCustomer,POST,/api/v2/manager/scv,manager\super_customers.py,create_super_customer,/api/v2/manager/scv,DC_SUPER_CUSTOMER_ENGAGEMENTS;DC_ENGAGEMENT_HDR;DC_SUPER_CUSTOMER,V2ProcedureNames.create_super_customer,,V2SuperCustomerResponse,"super_customers,names,available_dc_engagement_ids",,"DC_SUPER_CUSTOMER_ENGAGEMENTS:[DC_ENGAGEMENT_ID,SUPER_CUSTOMER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_SUPER_CUSTOMER:[SUPER_CUSTOMER_ID,SUPER_CUSTOMER_NAME]"
scv.ts,deleteSuperCustomer,DELETE,/api/v2/manager/scv/{super_customer_id},manager\super_customers.py,delete_super_customer,/api/v2/manager/scv/{super_customer_id},DC_SUPER_CUSTOMER_ENGAGEMENTS;DC_ENGAGEMENT_HDR;DC_SUPER_CUSTOMER,V2ProcedureNames.delete_super_customer,,V2SuperCustomerResponse,"super_customers,names,available_dc_engagement_ids",,"DC_SUPER_CUSTOMER_ENGAGEMENTS:[DC_ENGAGEMENT_ID,SUPER_CUSTOMER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_SUPER_CUSTOMER:[SUPER_CUSTOMER_ID,SUPER_CUSTOMER_NAME]"
sdp.ts,fetchSdpData,GET,/api/v2/admin/sdp,admin\sdp\sdp.py,get_sdp,/api/v2/admin/sdp,DC_SDP_TYP_ANCHOR_DATE_ITERATOR;DC_SDP_B_TASK_TO_DELIVERABLE;DC_SDP_TYP_TASK;DC_SDP_TYP_DELIVERABLE;DC_SDP_B_TASK_SUB_TASK;DC_SDP_TYP_ANCHOR_DATE;DC_SDP_TYP_SUBTASK,,,list[AdminSDPQueryAllResponse],"deliverable_id,deliverable_desc,task_id,task_desc,task_hours,task_frequency,task_anchor_date_id,task_anchor_date_name,task_cycle_iterator_id,task_cycle_iterator_name,sub_task_id,subtask_desc,subtask_hours,subtask_frequency,subtask_cycle_days",,"DC_SDP_TYP_ANCHOR_DATE_ITERATOR:[ITERATOR_DATE_NAME,ITERATOR_ID];DC_SDP_B_TASK_TO_DELIVERABLE:[DELIVERABLE_ID,TASK_ID];DC_SDP_TYP_TASK:[ANCHOR_DATE_ID,CYCLE_ITERATOR_ID,DUE_DATE_OFFSET,FREQUENCY,HOURS,TASK_DESC,TASK_DESC_LONG,TASK_DOC_LINK,TASK_ID];DC_SDP_TYP_DELIVERABLE:[DELIVERABLE_DESC,DELIVERABLE_DOC_LINK,DELIVERABLE_ID];DC_SDP_B_TASK_SUB_TASK:[SUB_TASK_ID,TASK_ID];DC_SDP_TYP_ANCHOR_DATE:[ANCHOR_DATE_ID,ANCHOR_DATE_NAME];DC_SDP_TYP_SUBTASK:[CYCLE_DAYS,FREQUENCY,HOURS,SUBTASK_DESC,SUBTASK_DESC_LONG,SUBTASK_DOC_LINK,SUB_TASK_ID]"
sdp.ts,fetchSubtask,GET,/api/v2/admin/sdp/subtasks/{id},admin\sdp\sdp.py,get_sdp,/api/v2/admin/sdp,DC_SDP_TYP_ANCHOR_DATE_ITERATOR;DC_SDP_B_TASK_TO_DELIVERABLE;DC_SDP_TYP_TASK;DC_SDP_TYP_DELIVERABLE;DC_SDP_B_TASK_SUB_TASK;DC_SDP_TYP_ANCHOR_DATE;DC_SDP_TYP_SUBTASK,,,list[AdminSDPQueryAllResponse],"deliverable_id,deliverable_desc,task_id,task_desc,task_hours,task_frequency,task_anchor_date_id,task_anchor_date_name,task_cycle_iterator_id,task_cycle_iterator_name,sub_task_id,subtask_desc,subtask_hours,subtask_frequency,subtask_cycle_days",,"DC_SDP_TYP_ANCHOR_DATE_ITERATOR:[ITERATOR_DATE_NAME,ITERATOR_ID];DC_SDP_B_TASK_TO_DELIVERABLE:[DELIVERABLE_ID,TASK_ID];DC_SDP_TYP_TASK:[ANCHOR_DATE_ID,CYCLE_ITERATOR_ID,DUE_DATE_OFFSET,FREQUENCY,HOURS,TASK_DESC,TASK_DESC_LONG,TASK_DOC_LINK,TASK_ID];DC_SDP_TYP_DELIVERABLE:[DELIVERABLE_DESC,DELIVERABLE_DOC_LINK,DELIVERABLE_ID];DC_SDP_B_TASK_SUB_TASK:[SUB_TASK_ID,TASK_ID];DC_SDP_TYP_ANCHOR_DATE:[ANCHOR_DATE_ID,ANCHOR_DATE_NAME];DC_SDP_TYP_SUBTASK:[CYCLE_DAYS,FREQUENCY,HOURS,SUBTASK_DESC,SUBTASK_DESC_LONG,SUBTASK_DOC_LINK,SUB_TASK_ID]"
sdp.ts,updateSubtask,PATCH,/api/v2/admin/sdp/subtasks/{id},admin\sdp\lifecycles.py,edit_sdp_lifecycle,/api/v2/admin/sdp/{lifecycle_id},DC_SDP_TYP_LIFECYCLE,,,SDPLifeCycleModel,,,"DC_SDP_TYP_LIFECYCLE:[LIFECYCLE_DESC,LIFECYCLE_DOC_LINK,LIFECYCLE_ID]"
sdp.ts,createSubtask,POST,/api/v2/admin/sdp/subtasks,admin\sdp\lifecycles.py,create_sdp_life_cycle,/api/v2/admin/sdp/,DC_SDP_TYP_LIFECYCLE,,,SDPLifeCycleModel,,,"DC_SDP_TYP_LIFECYCLE:[LIFECYCLE_DESC,LIFECYCLE_DOC_LINK,LIFECYCLE_ID]"
sdp.ts,deleteSubtask,DELETE,/api/v2/admin/sdp/subtasks/{id},admin\sdp\lifecycles.py,delete_sdp_life_cycle,/api/v2/admin/sdp/{lifecycle_id},DC_SDP_TYP_LIFECYCLE,,,SDPLifeCycleModel,,,"DC_SDP_TYP_LIFECYCLE:[LIFECYCLE_DESC,LIFECYCLE_DOC_LINK,LIFECYCLE_ID]"
sdp.ts,fetchTask,GET,/api/v2/admin/sdp/tasks/{id},admin\sdp\subtasks.py,get_sdp_subtask,/api/v2/admin/sdp/tasks/{sub_task_id},DC_SDP_SUB_TASK_TO_ENAB_BUYING;DC_SDP_SUB_TASK_TO_ENAB_SOLD_AS;DC_SDP_TYP_TASK;DC_SDP_SUB_TASK_TO_ENAB_PRICING;DC_SDP_B_TASK_SUB_TASK;DC_SDP_TYP_SUBTASK,,,SDPSubTaskModel,,,"DC_SDP_SUB_TASK_TO_ENAB_BUYING:[BUYING_PROGRAM_TYPE_ID,SUB_TASK_ID];DC_SDP_SUB_TASK_TO_ENAB_SOLD_AS:[SOLD_AS_SERVICE_TYPE_ID,SUB_TASK_ID];DC_SDP_TYP_TASK:[ANCHOR_DATE_ID,CYCLE_ITERATOR_ID,DUE_DATE_OFFSET,FREQUENCY,HOURS,TASK_DESC,TASK_DESC_LONG,TASK_DOC_LINK,TASK_ID];DC_SDP_SUB_TASK_TO_ENAB_PRICING:[PRICING_TYPE_ID,SUB_TASK_ID];DC_SDP_B_TASK_SUB_TASK:[SUB_TASK_ID,TASK_ID];DC_SDP_TYP_SUBTASK:[CYCLE_DAYS,FREQUENCY,HOURS,SUBTASK_DESC,SUBTASK_DESC_LONG,SUBTASK_DOC_LINK,SUB_TASK_ID]"
sdp.ts,updateTask,PATCH,/api/v2/admin/sdp/tasks/{id},admin\sdp\subtasks.py,edit_sdp_subtask,/api/v2/admin/sdp/tasks/{sub_task_id},DC_SDP_SUB_TASK_TO_ENAB_BUYING;DC_BUYING_PROGRAMS;DC_SDP_TYP_TASK;DC_SDP_SUB_TASK_TO_ENAB_PRICING;DC_SDP_SUB_TASK_TO_ENAB_SOLD_AS;DC_SDP_TYP_SUBTASK;DC_PRICING_MODEL;DC_SDP_B_TASK_SUB_TASK;DC_SOLD_AS_SERVICE_TYPES,,,SDPSubTaskModel,,,"DC_SDP_SUB_TASK_TO_ENAB_BUYING:[BUYING_PROGRAM_TYPE_ID,SUB_TASK_ID];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_SDP_TYP_TASK:[ANCHOR_DATE_ID,CYCLE_ITERATOR_ID,DUE_DATE_OFFSET,FREQUENCY,HOURS,TASK_DESC,TASK_DESC_LONG,TASK_DOC_LINK,TASK_ID];DC_SDP_SUB_TASK_TO_ENAB_PRICING:[PRICING_TYPE_ID,SUB_TASK_ID];DC_SDP_SUB_TASK_TO_ENAB_SOLD_AS:[SOLD_AS_SERVICE_TYPE_ID,SUB_TASK_ID];DC_SDP_TYP_SUBTASK:[CYCLE_DAYS,FREQUENCY,HOURS,SUBTASK_DESC,SUBTASK_DESC_LONG,SUBTASK_DOC_LINK,SUB_TASK_ID];DC_PRICING_MODEL:[PRICING_MODEL_NAME,PRICING_TYPE_ID];DC_SDP_B_TASK_SUB_TASK:[SUB_TASK_ID,TASK_ID];DC_SOLD_AS_SERVICE_TYPES:[SERVICE_TYPE_ID,SOLD_AS_SERVICE_NAME]"
sdp.ts,createTask,POST,/api/v2/admin/sdp/tasks,admin\sdp\subtasks.py,create_sdp_subtask,/api/v2/admin/sdp/tasks,DC_SDP_SUB_TASK_TO_ENAB_BUYING;DC_SDP_SUB_TASK_TO_ENAB_SOLD_AS;DC_SDP_SUB_TASK_TO_ENAB_PRICING;DC_SDP_TYP_TASK;DC_SDP_TYP_SUBTASK;DC_SDP_B_TASK_SUB_TASK,,,SDPSubTaskModel,,,"DC_SDP_SUB_TASK_TO_ENAB_BUYING:[BUYING_PROGRAM_TYPE_ID,SUB_TASK_ID];DC_SDP_SUB_TASK_TO_ENAB_SOLD_AS:[SOLD_AS_SERVICE_TYPE_ID,SUB_TASK_ID];DC_SDP_SUB_TASK_TO_ENAB_PRICING:[PRICING_TYPE_ID,SUB_TASK_ID];DC_SDP_TYP_TASK:[ANCHOR_DATE_ID,CYCLE_ITERATOR_ID,DUE_DATE_OFFSET,FREQUENCY,HOURS,TASK_DESC,TASK_DESC_LONG,TASK_DOC_LINK,TASK_ID];DC_SDP_TYP_SUBTASK:[CYCLE_DAYS,FREQUENCY,HOURS,SUBTASK_DESC,SUBTASK_DESC_LONG,SUBTASK_DOC_LINK,SUB_TASK_ID];DC_SDP_B_TASK_SUB_TASK:[SUB_TASK_ID,TASK_ID]"
sdp.ts,deleteTask,DELETE,/api/v2/admin/sdp/tasks/{id},admin\sdp\subtasks.py,delete_sdp_subtask,/api/v2/admin/sdp/tasks/{sub_task_id},DC_SDP_SUB_TASK_TO_ENAB_BUYING;DC_SDP_SUB_TASK_TO_ENAB_PRICING;DC_SDP_B_TASK_SUB_TASK;DC_SDP_TYP_SUBTASK,,,JSONResponse,,,"DC_SDP_SUB_TASK_TO_ENAB_BUYING:[BUYING_PROGRAM_TYPE_ID,SUB_TASK_ID];DC_SDP_SUB_TASK_TO_ENAB_PRICING:[PRICING_TYPE_ID,SUB_TASK_ID];DC_SDP_B_TASK_SUB_TASK:[SUB_TASK_ID,TASK_ID];DC_SDP_TYP_SUBTASK:[CYCLE_DAYS,FREQUENCY,HOURS,SUBTASK_DESC,SUBTASK_DESC_LONG,SUBTASK_DOC_LINK,SUB_TASK_ID]"
sdp.ts,fetchDeliverable,GET,/api/v2/admin/sdp/deliverables/{id},admin\sdp\deliverables.py,get_sdp_deliverable,/api/v2/admin/sdp/deliverables/{deliverable_id},DC_SDP_TYP_DELIVERABLE;DC_SDP_B_TASK_TO_DELIVERABLE,,,SDPDeliverableModel,,,"DC_SDP_TYP_DELIVERABLE:[DELIVERABLE_DESC,DELIVERABLE_DOC_LINK,DELIVERABLE_ID];DC_SDP_B_TASK_TO_DELIVERABLE:[DELIVERABLE_ID,TASK_ID]"
sdp.ts,updateDeliverable,PATCH,/api/v2/admin/sdp/deliverables/{id},admin\sdp\deliverables.py,edit_sdp_deliverable,/api/v2/admin/sdp/deliverables/{deliverable_id},DC_SDP_B_TASK_TO_DELIVERABLE;DC_SDP_TYP_TASK;DC_SDP_TYP_DELIVERABLE,,,SDPDeliverableModel,,,"DC_SDP_B_TASK_TO_DELIVERABLE:[DELIVERABLE_ID,TASK_ID];DC_SDP_TYP_TASK:[ANCHOR_DATE_ID,CYCLE_ITERATOR_ID,DUE_DATE_OFFSET,FREQUENCY,HOURS,TASK_DESC,TASK_DESC_LONG,TASK_DOC_LINK,TASK_ID];DC_SDP_TYP_DELIVERABLE:[DELIVERABLE_DESC,DELIVERABLE_DOC_LINK,DELIVERABLE_ID]"
sdp.ts,createDeliverable,POST,/api/v2/admin/sdp/deliverables,admin\sdp\deliverables.py,create_sdp_deliverable,/api/v2/admin/sdp/deliverables,DC_SDP_TYP_DELIVERABLE;DC_SDP_B_TASK_TO_DELIVERABLE,,,SDPDeliverableModel,,,"DC_SDP_TYP_DELIVERABLE:[DELIVERABLE_DESC,DELIVERABLE_DOC_LINK,DELIVERABLE_ID];DC_SDP_B_TASK_TO_DELIVERABLE:[DELIVERABLE_ID,TASK_ID]"
sdp.ts,deleteDeliverable,DELETE,/api/v2/admin/sdp/deliverables/{id},admin\sdp\deliverables.py,delete_sdp_deliverable,/api/v2/admin/sdp/deliverables/{deliverable_id},DC_SDP_TYP_DELIVERABLE;DC_SDP_B_TASK_TO_DELIVERABLE,,,JSONResponse,,,"DC_SDP_TYP_DELIVERABLE:[DELIVERABLE_DESC,DELIVERABLE_DOC_LINK,DELIVERABLE_ID];DC_SDP_B_TASK_TO_DELIVERABLE:[DELIVERABLE_ID,TASK_ID]"
sdp.ts,rebuildSDP,POST,/api/v2/admin/sdp/rebuild,admin\sdp\sdp.py,rebuild_sdp,/api/v2/admin/sdp/rebuild,,dc_sdp_changes,,,,,
stakeholders.ts,getStakeholders,GET,/api/v2/stakeholders/{engagement_id},stakeholders.py,get_engagement_stakeholders,/api/v2/stakeholders/{dc_engagement_id},DC_USERS;DC_ENGAGEMENT_HDR;DC_ENGAGEMENT_STAKEHOLDERS;DC_CAM_TO_ENGAGEMENT,,,list[V2StakeholderRead],"stakeholder_id,stakeholder_type_id,dc_engagement_id,stakeholder_name,stakeholder_email,stakeholder_phone",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_ENGAGEMENT_STAKEHOLDERS:[DC_ENGAGEMENT_ID,STAKEHOLDER_EMAIL,STAKEHOLDER_ID,STAKEHOLDER_NAME,STAKEHOLDER_PHONE,STAKEHOLDER_TYPE_ID];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
stakeholders.ts,deleteStakeholder,DELETE,/api/v2/stakeholders/{engagement_id}/{stakeholder_id},stakeholders.py,delete_engagement_stakeholder,/api/v2/stakeholders/{dc_engagement_id}/{stakeholder_id},DC_USERS;DC_ENGAGEMENT_HDR;DC_ENGAGEMENT_STAKEHOLDERS;DC_CAM_TO_ENGAGEMENT,,,V2StakeholderRead,"stakeholder_id,stakeholder_type_id,dc_engagement_id,stakeholder_name,stakeholder_email,stakeholder_phone",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_ENGAGEMENT_STAKEHOLDERS:[DC_ENGAGEMENT_ID,STAKEHOLDER_EMAIL,STAKEHOLDER_ID,STAKEHOLDER_NAME,STAKEHOLDER_PHONE,STAKEHOLDER_TYPE_ID];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
stakeholders.ts,createStakeholder,POST,/api/v2/stakeholders/{dc_engagement_id},stakeholders.py,create_engagement_stakeholder,/api/v2/stakeholders/{dc_engagement_id},DC_USERS;DC_ENGAGEMENT_HDR;DC_ENGAGEMENT_STAKEHOLDERS;DC_CAM_TO_ENGAGEMENT,,,V2StakeholderRead,"stakeholder_id,stakeholder_type_id,dc_engagement_id,stakeholder_name,stakeholder_email,stakeholder_phone",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_ENGAGEMENT_STAKEHOLDERS:[DC_ENGAGEMENT_ID,STAKEHOLDER_EMAIL,STAKEHOLDER_ID,STAKEHOLDER_NAME,STAKEHOLDER_PHONE,STAKEHOLDER_TYPE_ID];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
stakeholders.ts,editStakeholder,PATCH,/api/v2/stakeholders/{dc_engagement_id}/{stakeholder_id},stakeholders.py,update_engagement_stakeholder,/api/v2/stakeholders/{dc_engagement_id}/{stakeholder_id},DC_USERS;DC_ENGAGEMENT_HDR;DC_ENGAGEMENT_STAKEHOLDERS;DC_CAM_TO_ENGAGEMENT,,,V2StakeholderRead,"stakeholder_id,stakeholder_type_id,dc_engagement_id,stakeholder_name,stakeholder_email,stakeholder_phone",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_ENGAGEMENT_STAKEHOLDERS:[DC_ENGAGEMENT_ID,STAKEHOLDER_EMAIL,STAKEHOLDER_ID,STAKEHOLDER_NAME,STAKEHOLDER_PHONE,STAKEHOLDER_TYPE_ID];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
support.ts,postSupportCases,POST,/api/v2/support/cases,support\user.py,create_support_case,/api/v2/support/cases,,,,SupportCaseModel,"case_id,user_id,create_dtm,update_dtm,resolved_dtm,agent_comments,agent_id,root_cause_id",,
support.ts,getSupportCases,GET,/api/v2/support/cases,support\user.py,get_user_support_cases,/api/v2/support/cases,DC_SUPPORT_CASES,,,list[SupportCaseModel],"case_id,user_id,create_dtm,update_dtm,resolved_dtm,agent_comments,agent_id,root_cause_id",,"DC_SUPPORT_CASES:[AGENT_COMMENTS,AGENT_ID,CASE_ID,COMMENTS,PATH,RESOLVED_DTM,ROOT_CAUSE_ID,SUBJECT,USER_ID]"
support.ts,getSupportAgentCases,GET,/api/v2/support/agent,support\agent.py,get_cases,/api/v2/support/agent,DC_USERS;DC_SUPPORT_CASES;ORGANIZATIONAL_HIERARCHY,,,list[SupportCaseAgentModel],dc_theater,,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_SUPPORT_CASES:[AGENT_COMMENTS,AGENT_ID,CASE_ID,COMMENTS,PATH,RESOLVED_DTM,ROOT_CAUSE_ID,SUBJECT,USER_ID];ORGANIZATIONAL_HIERARCHY:[unknown]"
support.ts,getSupportAgentCase,GET,/api/v2/support/agent/{case_id},support\agent.py,get_case,/api/v2/support/agent/{case_id},DC_USERS;ORGANIZATIONAL_HIERARCHY;DC_SUPPORT_CASES,,,SupportCaseAgentModel,dc_theater,,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SUPPORT_CASES:[AGENT_COMMENTS,AGENT_ID,CASE_ID,COMMENTS,PATH,RESOLVED_DTM,ROOT_CAUSE_ID,SUBJECT,USER_ID]"
support.ts,getSupportAvailableAgents,GET,/api/v2/support/agent/available_agents,support\agent.py,get_available_agents,/api/v2/support/agent/available_agents,DC_USERS;ORGANIZATIONAL_HIERARCHY,,,list[V2UserModelAgentView],dc_theater,,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];ORGANIZATIONAL_HIERARCHY:[unknown]"
support.ts,postSupportCloseCase,POST,/api/v2/support/cases/{case_id}/close,support\user.py,close_user_support_case,/api/v2/support/cases/{case_id}/close,DC_SUPPORT_CASES,,,SupportCaseModel,"case_id,user_id,create_dtm,update_dtm,resolved_dtm,agent_comments,agent_id,root_cause_id",,"DC_SUPPORT_CASES:[AGENT_COMMENTS,AGENT_ID,CASE_ID,COMMENTS,PATH,RESOLVED_DTM,ROOT_CAUSE_ID,SUBJECT,USER_ID]"
support.ts,getSprintGoals,GET,/api/v2/static/html,static.py,get_static_html_presigned_url,/api/v2/static/html,,,,V2StaticPresignedUrlResponse,"url,expires_secs",,
tags.ts,getTags,GET,/api/v2/tags/{engagement_id},tags.py,get_engagement_tags_v2,/api/v2/tags/{dc_engagement_id},DC_USERS;DC_TAGSET;DC_ENGAGEMENT_HDR;DC_TAGS;DC_CAM_TO_ENGAGEMENT,,,list[V2TagRead],"tag_id,tag_name,tag_desc,tagset_id",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
tags.ts,getDeletedTags,GET,/api/v2/tags/1/deleted,tags.py,get_deleted_engagement_tags_v2,/api/v2/tags/1/deleted,DC_TAGSET;DC_TAGS,,,None,,,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
tags.ts,undeleteTag,PUT,/api/v2/tags/1/undelete/{tag_id},tags.py,undelete_tags_v2,/api/v2/tags/1/undelete/{tag_id},DC_TAGS,,,None,,,"DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
