primary_key,table_name,table_type,column_names,type,relationship_kind,primary_key_reference,schema_name
3650,DC_SUB_ALLOCATION_RPT,VIEW,SW_SHARE_BOOKING,FLOAT,COLUMN,N,CPS_DSCI_API
3651,DC_SUB_ALLOCATION_RPT,VIEW,HW_SHARE_BOOKING,FLOAT,COLUMN,N,CPS_DSCI_API
3652,DC_SUB_ALLOCATION_RPT,VIEW,BOOKING_CONTRACT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API
3653,DC_SUB_ALLOCATION_RPT,VIEW,ACCOUNT_NAME,VARCHAR(1000),COLUMN,N,CPS_DSCI_API
3654,DC_SUB_ALLOCATION_RPT,VIEW,TOTAL_SHARE_BOOKING,FLOAT,COLUMN,N,CPS_DSCI_API
3655,DC_TAGGING_DETAIL,VIEW,CANVAS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API
3656,DC_TAGGING_DETAIL,VIEW,DC_ENGAGEMENT_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API
3657,DC_TAGGING_DETAIL,VIEW,TAGSET_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_API
3658,DC_TAGGING_DETAIL,VIEW,TAG_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_API
3659,DC_TAGGING_DETAIL,VIEW,CANVAS_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API
3660,DC_TAGGING_DETAIL,VIEW,COMMENT,VARCHAR(10000),COLUMN,N,CPS_DSCI_API
3661,DC_TAGGING_DETAIL,VIEW,COUNT_INSTANCES,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API
3662,DC_TAGGING_DETAIL,VIEW,CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_API
3663,DC_TAGGING_DETAIL,VIEW,THOUGHTSPOT_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API
3664,DC_TAGGING_DETAIL,VIEW,USER_ACTION,VARCHAR(50),COLUMN,N,CPS_DSCI_API
3665,DC_TAGGING_DETAIL,VIEW,CISCO_CCO_ID,VARCHAR(250),COLUMN,N,CPS_DSCI_API
3666,DC_TIME_BASED_ALLOCATION,VIEW,SOLD_AS_SERVICE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
3667,DC_TIME_BASED_ALLOCATION,VIEW,BOOKING_COUNTRY,VARCHAR(100),COLUMN,N,CPS_DSCI_BR
3668,DC_TIME_BASED_ALLOCATION,VIEW,FISCAL_QTR_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
3669,DC_TIME_BASED_ALLOCATION,VIEW,LEVEL6_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR
3670,DC_TIME_BASED_ALLOCATION,VIEW,LEVEL7_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR
3671,DC_TIME_BASED_ALLOCATION,VIEW,LEVEL8_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR
3672,DC_TIME_BASED_ALLOCATION,VIEW,EMP_CCO_ID_MASKED,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
3673,DC_TIME_BASED_ALLOCATION,VIEW,MGR_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR
3674,DC_TIME_BASED_ALLOCATION,VIEW,DELIVERED_THEATER,VARCHAR(500),COLUMN,N,CPS_DSCI_BR
3675,DC_TIME_BASED_ALLOCATION,VIEW,THEATER_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
3676,DC_TIME_BASED_ALLOCATION,VIEW,SOLD_AS_SW_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR
3677,DC_TIME_BASED_ALLOCATION,VIEW,SOLD_AS_HW_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR
3678,DC_TIME_BASED_ALLOCATION,VIEW,SUB_ALLOCATION_SW,FLOAT,COLUMN,N,CPS_DSCI_BR
3679,DC_TIME_BASED_ALLOCATION,VIEW,SUB_ALLOCATION_HW,FLOAT,COLUMN,N,CPS_DSCI_BR
3680,DC_TIME_BASED_ALLOCATION,VIEW,SW_SHARE_BOOKING,FLOAT,COLUMN,N,CPS_DSCI_BR
3681,DC_TIME_BASED_ALLOCATION,VIEW,HW_SHARE_BOOKING,FLOAT,COLUMN,N,CPS_DSCI_BR
3682,DC_TIME_BASED_ALLOCATION,VIEW,TOTAL_SHARE_BOOKING,FLOAT,COLUMN,N,CPS_DSCI_BR
3683,DC_TIME_BASED_ALLOCATION,VIEW,SOUCED_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR
3684,DC_TIME_BASED_ALLOCATION,VIEW,SOURCE_OF_ALLOCATION,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3685,DC_TIME_BASED_ALLOCATION,VIEW,QUOTE_FOR_AUDIT,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3686,ENGAGEMENT_METRICS_V,VIEW,INSTANCES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3687,ENGAGEMENT_METRICS_V,VIEW,SITES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3688,ENGAGEMENT_METRICS_V,VIEW,GLOBAL_TAGGED_INSTANCES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3689,ENGAGEMENT_METRICS_V,VIEW,CAM_TAGGED_INSTANCES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3690,ENGAGEMENT_METRICS_V,VIEW,ENG_TAGGED_INSTANCES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3691,ENGAGEMENT_METRICS_V,VIEW,ANY_TAGGED_INSTANCES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3692,ENGAGEMENT_METRICS_V,VIEW,BASELINE_TAGGED_INSTANCES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3693,ENGAGEMENT_METRICS_V,VIEW,SIGNED_OFF_IN_OF_SCOPE_TAGGED_INSTANCES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3694,ENGAGEMENT_METRICS_V,VIEW,SIGNED_OFF_OUT_OF_SCOPE_TAGGED_INSTANCES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3695,ENGAGEMENT_METRICS_V,VIEW,TBD_TAGGED_INSTANCES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3696,ENGAGEMENT_METRICS_V,VIEW,CONFLICT_TAGGED_INSTANCES_DEFINED_BY_PARTY,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3697,ENGAGEMENT_METRICS_V,VIEW,ASSETS_WITH_GLOBAL_TAGS_CONTRACT,"NUMBER(25,0)",COLUMN,N,CPS_DSCI_BR
3698,ENGAGEMENT_METRICS_V,VIEW,ASSETS_WITH_CAM_TAGS_CONTRACT,"NUMBER(25,0)",COLUMN,N,CPS_DSCI_BR
3699,ENGAGEMENT_METRICS_V,VIEW,ASSETS_WITH_ENG_TAGS_CONTRACT,"NUMBER(25,0)",COLUMN,N,CPS_DSCI_BR
3700,ENGAGEMENT_METRICS_V,VIEW,ASSETS_TAGGED_CONTRACT,"NUMBER(25,0)",COLUMN,N,CPS_DSCI_BR
3701,ENGAGEMENT_METRICS_V,VIEW,CONTRACTS_BY_CONTRACT,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3702,ENGAGEMENT_METRICS_V,VIEW,INSTANCES_BY_CONTRACT,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR
3703,ENGAGEMENT_METRICS_V,VIEW,BASELINE_TAGGED_BY_CONTRACT,"NUMBER(25,0)",COLUMN,N,CPS_DSCI_BR
3704,ENGAGEMENT_METRICS_V,VIEW,SIGNED_OFF_TAGGED_BY_CONTRACT,"NUMBER(25,0)",COLUMN,N,CPS_DSCI_BR
3705,ENGAGEMENT_METRICS_V,VIEW,SIGNED_OFF_OUT_TAGGED_BY_CONTRACT,"NUMBER(25,0)",COLUMN,N,CPS_DSCI_BR
3706,ENGAGEMENT_METRICS_V,VIEW,TAGGED_AS_TBD_BY_CONTRACT,"NUMBER(25,0)",COLUMN,N,CPS_DSCI_BR
3707,ENGAGEMENT_METRICS_V,VIEW,TAGGED_AS_CONFLICT_BY_CONTRACT,"NUMBER(25,0)",COLUMN,N,CPS_DSCI_BR
3708,ENGAGEMENT_METRICS_V,VIEW,UID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
3709,ENGAGEMENT_METRICS_V,VIEW,ACCOUNTNAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3710,ENGAGEMENT_METRICS_V,VIEW,SFCFA,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3711,ENGAGEMENT_METRICS_V,VIEW,SFC_AGREEMENT_TYPE,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
3712,ENGAGEMENT_METRICS_V,VIEW,ISCXEA,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
3713,ENGAGEMENT_METRICS_V,VIEW,ISCAM,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
3714,ENGAGEMENT_METRICS_V,VIEW,ENGAGEMENT_TYPE,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR
3715,ENGAGEMENT_METRICS_V,VIEW,NON_EXCLUDED_IB,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
3716,ENGAGEMENT_METRICS_V,VIEW,SIGNED_OFF_IN_SCOPE_VALIDATED_IB,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
3717,ENGAGEMENT_METRICS_V,VIEW,SIGNED_OFF_OUT_OF_SCOPE_VALIDATED_IB,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
3718,ENGAGEMENT_METRICS_V,VIEW,SNAP_DATE,TIMESTAMP_LTZ(9),COLUMN,N,CPS_DSCI_BR
3719,ESRI_SITE_GEO_DATA,VIEW,SITE_USE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
3720,ESRI_SITE_GEO_DATA,VIEW,PARTY_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3721,ESRI_SITE_GEO_DATA,VIEW,ADDRESS1,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3722,ESRI_SITE_GEO_DATA,VIEW,ADDRESS2,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3723,ESRI_SITE_GEO_DATA,VIEW,ADDRESS3,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3724,ESRI_SITE_GEO_DATA,VIEW,ADDRESS4,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3725,ESRI_SITE_GEO_DATA,VIEW,COUNTRY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3726,ESRI_SITE_GEO_DATA,VIEW,CITY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3727,ESRI_SITE_GEO_DATA,VIEW,POSTAL_CODE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3728,ESRI_SITE_GEO_DATA,VIEW,STATE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3729,ESRI_SITE_GEO_DATA,VIEW,PROVINCE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3730,ESRI_SITE_GEO_DATA,VIEW,WKID,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3731,ESRI_SITE_GEO_DATA,VIEW,LATEST_WKID,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3732,ESRI_SITE_GEO_DATA,VIEW,ADDRESS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3733,ESRI_SITE_GEO_DATA,VIEW,LOCATION_X,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3734,ESRI_SITE_GEO_DATA,VIEW,LOCATION_Y,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3735,ESRI_SITE_GEO_DATA,VIEW,LOCATION_SCORE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3736,ESRI_SITE_GEO_DATA,VIEW,RESULT_ID,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3737,ESRI_SITE_GEO_DATA,VIEW,LOC_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3738,ESRI_SITE_GEO_DATA,VIEW,STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3739,ESRI_SITE_GEO_DATA,VIEW,SCORE,FLOAT,COLUMN,N,CPS_DSCI_BR
3740,ESRI_SITE_GEO_DATA,VIEW,MATCH_ADDR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3741,ESRI_SITE_GEO_DATA,VIEW,LONG_LABEL,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3742,ESRI_SITE_GEO_DATA,VIEW,SHORT_LABEL,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3743,ESRI_SITE_GEO_DATA,VIEW,ADDR_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3744,ESRI_SITE_GEO_DATA,VIEW,TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3745,ESRI_SITE_GEO_DATA,VIEW,PLACE_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3746,ESRI_SITE_GEO_DATA,VIEW,PLACE_ADDR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3747,ESRI_SITE_GEO_DATA,VIEW,PHONE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3748,ESRI_SITE_GEO_DATA,VIEW,URL,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3749,ESRI_SITE_GEO_DATA,VIEW,RANK,FLOAT,COLUMN,N,CPS_DSCI_BR
3750,ESRI_SITE_GEO_DATA,VIEW,ADD_BLDG,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3751,ESRI_SITE_GEO_DATA,VIEW,ADD_NUM,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3752,ESRI_SITE_GEO_DATA,VIEW,ADD_NUM_FROM,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3753,ESRI_SITE_GEO_DATA,VIEW,ADD_NUM_TO,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3754,ESRI_SITE_GEO_DATA,VIEW,ADD_RANGE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3755,ESRI_SITE_GEO_DATA,VIEW,SIDE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3756,ESRI_SITE_GEO_DATA,VIEW,ST_PRE_DIR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3757,ESRI_SITE_GEO_DATA,VIEW,ST_PRE_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3758,ESRI_SITE_GEO_DATA,VIEW,ST_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3759,ESRI_SITE_GEO_DATA,VIEW,ST_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3760,ESRI_SITE_GEO_DATA,VIEW,ST_DIR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3761,ESRI_SITE_GEO_DATA,VIEW,BLDG_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3762,ESRI_SITE_GEO_DATA,VIEW,BLDG_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3763,ESRI_SITE_GEO_DATA,VIEW,LEVEL_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3764,ESRI_SITE_GEO_DATA,VIEW,LEVEL_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3765,ESRI_SITE_GEO_DATA,VIEW,UNIT_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3766,ESRI_SITE_GEO_DATA,VIEW,UNIT_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3767,ESRI_SITE_GEO_DATA,VIEW,SUB_ADDR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3768,ESRI_SITE_GEO_DATA,VIEW,ST_ADDR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3769,ESRI_SITE_GEO_DATA,VIEW,BLOCK,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3770,ESRI_SITE_GEO_DATA,VIEW,SECTOR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3771,ESRI_SITE_GEO_DATA,VIEW,NBRHD,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3772,ESRI_SITE_GEO_DATA,VIEW,DISTRICT,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3773,ESRI_SITE_GEO_DATA,VIEW,ATTR_CITY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3774,ESRI_SITE_GEO_DATA,VIEW,METRO_AREA,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3775,ESRI_SITE_GEO_DATA,VIEW,SUB_REGION,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3776,ESRI_SITE_GEO_DATA,VIEW,REGION,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3777,ESRI_SITE_GEO_DATA,VIEW,REGION_ABBR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3778,ESRI_SITE_GEO_DATA,VIEW,TERRITORY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3779,ESRI_SITE_GEO_DATA,VIEW,ZONE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3780,ESRI_SITE_GEO_DATA,VIEW,POSTAL,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3781,ESRI_SITE_GEO_DATA,VIEW,POSTAL_EXT,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3782,ESRI_SITE_GEO_DATA,VIEW,ATTR_COUNTRY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3783,ESRI_SITE_GEO_DATA,VIEW,CNTRY_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3784,ESRI_SITE_GEO_DATA,VIEW,LANG_CODE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3785,ESRI_SITE_GEO_DATA,VIEW,DISTANCE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3786,ESRI_SITE_GEO_DATA,VIEW,X,FLOAT,COLUMN,N,CPS_DSCI_BR
3787,ESRI_SITE_GEO_DATA,VIEW,Y,FLOAT,COLUMN,N,CPS_DSCI_BR
3788,ESRI_SITE_GEO_DATA,VIEW,DISPLAY_X,FLOAT,COLUMN,N,CPS_DSCI_BR
3789,ESRI_SITE_GEO_DATA,VIEW,DISPLAY_Y,FLOAT,COLUMN,N,CPS_DSCI_BR
3790,ESRI_SITE_GEO_DATA,VIEW,X_MIN,FLOAT,COLUMN,N,CPS_DSCI_BR
3791,ESRI_SITE_GEO_DATA,VIEW,X_MAX,FLOAT,COLUMN,N,CPS_DSCI_BR
3792,ESRI_SITE_GEO_DATA,VIEW,Y_MIN,FLOAT,COLUMN,N,CPS_DSCI_BR
3793,ESRI_SITE_GEO_DATA,VIEW,Y_MAX,FLOAT,COLUMN,N,CPS_DSCI_BR
3794,ESRI_SITE_GEO_DATA,VIEW,EX_INFO,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3795,EXTERNAL_SHARE_AM_SERVICE_CONTRACTS,VIEW,CONTRACT_NUMBER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
3796,EXTERNAL_SHARE_AM_SERVICE_CONTRACTS,VIEW,CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
3797,EXTERNAL_SHARE_AM_SERVICE_CONTRACTS,VIEW,UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
3798,HTEC_QUOTES,VIEW,CONTRACT_NUMBER,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3799,HTEC_QUOTES,VIEW,QUOTE_ID_C,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
3800,HTEC_QUOTES,VIEW,AM_NET_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR
3801,HTEC_QUOTES,VIEW,REQUEST_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3802,HTEC_QUOTES,VIEW,QUOTE_CREATE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
3803,HTEC_QUOTES,VIEW,QUOTE_CUSTOMER_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3804,HTEC_QUOTES,VIEW,SALES_LEVEL1,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3805,HTEC_QUOTES,VIEW,SALES_LEVEL2,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3806,HTEC_QUOTES,VIEW,SALES_LEVEL3,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3807,HTEC_QUOTES,VIEW,SALES_THEATER,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3808,HTEC_QUOTES,VIEW,REGION,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3809,HTEC_QUOTES,VIEW,COUNTRY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3810,HTEC_QUOTES,VIEW,TSA_SUPPORTED_CONTRACTS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3811,HTEC_QUOTES,VIEW,MONTH_DURATION,FLOAT,COLUMN,N,CPS_DSCI_BR
3812,HTEC_QUOTES,VIEW,QUOTE_DEAL_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
3813,HTEC_QUOTES,VIEW,CORE_SKU,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3814,HTEC_QUOTES,VIEW,AM_SKU,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3815,HTEC_QUOTES,VIEW,AM_COST,FLOAT,COLUMN,N,CPS_DSCI_BR
3816,HTEC_QUOTES,VIEW,AM_LIST_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR
3817,HTEC_QUOTES,VIEW,AM_UTIL_PCT,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3818,HTEC_QUOTES,VIEW,START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
3819,HTEC_QUOTES,VIEW,END_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
3820,HTEC_QUOTES,VIEW,QUOTE_NUMBER,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3821,HTEC_QUOTES,VIEW,DSA_DEAL_ID,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3822,HTEC_QUOTES,VIEW,CONTRACT_TERM,FLOAT,COLUMN,N,CPS_DSCI_BR
3823,HTEC_QUOTES,VIEW,STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3824,HTEC_QUOTES,VIEW,BOOKING_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
3825,HTEC_QUOTES,VIEW,SALES_ORDER,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3826,HTEC_QUOTES,VIEW,FT_CPY_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3827,HTEC_QUOTES_ALL,VIEW,CONTRACT_NUMBER,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3828,HTEC_QUOTES_ALL,VIEW,QUOTE_ID_C,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
3829,HTEC_QUOTES_ALL,VIEW,AM_NET_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR
3830,HTEC_QUOTES_ALL,VIEW,REQUEST_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3831,HTEC_QUOTES_ALL,VIEW,QUOTE_CREATE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
3832,HTEC_QUOTES_ALL,VIEW,QUOTE_CUSTOMER_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3833,HTEC_QUOTES_ALL,VIEW,SALES_LEVEL1,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3834,HTEC_QUOTES_ALL,VIEW,SALES_LEVEL2,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3835,HTEC_QUOTES_ALL,VIEW,SALES_LEVEL3,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3836,HTEC_QUOTES_ALL,VIEW,SALES_THEATER,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3837,HTEC_QUOTES_ALL,VIEW,REGION,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3838,HTEC_QUOTES_ALL,VIEW,COUNTRY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3839,HTEC_QUOTES_ALL,VIEW,TSA_SUPPORTED_CONTRACTS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3840,HTEC_QUOTES_ALL,VIEW,MONTH_DURATION,FLOAT,COLUMN,N,CPS_DSCI_BR
3841,HTEC_QUOTES_ALL,VIEW,QUOTE_DEAL_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
3842,HTEC_QUOTES_ALL,VIEW,CORE_SKU,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3843,HTEC_QUOTES_ALL,VIEW,AM_SKU,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3844,HTEC_QUOTES_ALL,VIEW,AM_COST,FLOAT,COLUMN,N,CPS_DSCI_BR
3845,HTEC_QUOTES_ALL,VIEW,AM_LIST_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR
3846,HTEC_QUOTES_ALL,VIEW,AM_UTIL_PCT,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3847,HTEC_QUOTES_ALL,VIEW,START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
3848,HTEC_QUOTES_ALL,VIEW,END_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
3849,HTEC_QUOTES_ALL,VIEW,QUOTE_NUMBER,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3850,HTEC_QUOTES_ALL,VIEW,DSA_DEAL_ID,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3851,HTEC_QUOTES_ALL,VIEW,CONTRACT_TERM,FLOAT,COLUMN,N,CPS_DSCI_BR
3852,HTEC_QUOTES_ALL,VIEW,STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3853,HTEC_QUOTES_ALL,VIEW,BOOKING_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
3854,HTEC_QUOTES_ALL,VIEW,SALES_ORDER,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3855,HTEC_QUOTES_ALL,VIEW,FT_CPY_NAME,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
3856,HTEC_QUOTES_ALL,VIEW,DATACANVASDECISION,VARCHAR(13),COLUMN,N,CPS_DSCI_BR
3857,MY_TEST_VIEW,VIEW,NEXTVAL,"NUMBER(19,0)",COLUMN,N,CPS_DSCI_BR
3858,MY_VIEW,VIEW,COLUMN1,"NUMBER(1,0)",COLUMN,N,CPS_DSCI_API
